timestamp,load1,load2,load3,load4,load5,load6,load7,load8,load9,load10,load11,load12,load13,load14,load15,load16,load17,load18,load19,load20,load21,load22,load23,load24,load25
03-03-2025 14:00,212.943173151604,221.669136164948,246.825543518307,230.518093360059,220.302447081882,227.770020678497,224.467491873285,230.139461003269,265.372211609405,279.201781228589,267.530911742414,265.77118885714,249.602891728041,248.284964915192,223.742268189318,232.979424852355,219.525456917177,285.992102495767,226.658102167922,233.84884526488,300.186152534458,293.307863793258,273.879658096471,272.234640444512,301.791965125288
03-03-2025 15:00,211.028087053123,220.487278244833,248.237426785072,229.807633841137,218.389715612912,229.33310067835,223.078266808938,230.676283950951,271.981037912348,288.498501644901,272.026630938276,264.185054691718,245.371303880455,249.739203859641,220.586521847051,231.701847562478,217.262937395509,290.537487023966,223.779957653712,237.903079905116,311.083305667421,292.956671875813,279.464312554532,269.46911009182,316.230110139145
03-03-2025 16:00,208.474978334813,217.616808255676,247.895434959221,224.346880279606,213.548190792804,229.08197897676,217.970793532722,224.361060216979,274.490241471624,288.842036372161,273.938418659254,262.536085048364,243.213127634068,250.867495777359,217.38280622093,226.927651285647,211.131886339296,288.793002479233,221.026954643375,243.878643174641,314.296525288898,288.389982696933,280.675348209354,259.780837257327,316.23884701006
03-03-2025 17:00,212.999180343301,221.722178264806,253.257016186479,226.640670696411,216.917532871284,237.407020224566,220.714290267904,227.80849799934,285.3170073152,287.013547899548,284.871013171323,272.001566208733,255.431540090962,262.458912124615,225.771274031314,228.662647097203,210.584578431314,291.327164237889,228.953136920028,256.371261111782,315.875585382601,290.467117811626,287.163615792031,250.840365214221,317.014701162726
03-03-2025 18:00,239.191519225499,246.345526725454,273.173299958637,255.412188978512,243.179565878732,265.930834224838,244.782925891222,258.165303228099,309.137806390057,305.559257954005,323.891832834239,311.821137759657,296.514175063368,294.915945180384,258.560420681893,253.492079474004,232.346999660294,322.004120171256,261.637166654824,283.016340302432,335.05920194353,314.017356685966,303.711147985442,262.895963321344,338.691615071319
03-03-2025 19:00,285.45859726376,285.993752600742,297.713858021545,298.937892013556,287.970973356073,302.477058735779,289.491987174987,302.686772245526,330.222610917683,334.299710877577,376.290707601676,373.627750433565,357.819398827081,345.204570064859,313.146836073594,304.957458836875,270.193704356706,368.123402278933,311.355020752005,315.791614050095,368.704505431863,340.490774669508,322.053560024413,295.507027731856,364.808272808311
03-03-2025 20:00,305.437580188241,300.211423272348,302.566105045769,315.632435924069,307.05957273358,319.63491351336,309.675426522047,320.305202298245,339.095831516508,341.807624524414,394.733850257672,403.732570134929,389.084644360768,370.636860114418,338.195825711411,327.543794933231,282.923007482294,384.005105234745,332.874050020706,330.810727740474,377.659740445199,347.196252937476,326.137592470883,301.925540807335,363.659133890587
03-03-2025 21:00,310.330467783685,302.384533237319,301.016496985898,318.409581195899,311.082595718785,320.620129664717,314.491389936994,322.843810285747,334.759954774637,342.212424931158,398.141533479602,413.227039890074,399.317092646041,378.531538441086,346.344863656913,334.985640910695,287.680524802989,387.442738393409,335.381460940462,330.531901264578,377.183929056681,339.85641079411,319.530603927123,295.255993619396,360.21712531741
03-03-2025 22:00,301.212624752223,294.412364474224,292.755820356351,306.135538697914,299.316513561795,305.709727312743,303.772748186785,309.035030361989,322.406182136202,333.941200922256,384.707896850111,395.696495971486,387.02915207155,365.293908422714,336.266535756699,330.748009380176,283.555372090665,375.726550939818,320.885130622711,317.097425903764,360.650541166642,320.96536185698,304.57227483223,283.898019755578,352.528314786204
03-03-2025 23:00,275.58781893294,275.060684314197,276.408870216547,276.919343543925,271.47891931464,277.456233234303,275.878347201911,279.932113761825,299.883493088009,315.477402769485,345.676173411386,349.948575501345,344.948357557857,327.453652799485,303.476772353063,311.139231171817,268.934547795753,338.96415111169,286.100581767408,290.223652372827,321.466399197161,286.448087481373,280.267077462411,265.087077596488,329.801116022107
