key,feeder,comuna,datetime,value
50192,LA GALAXIA,MAIPU,2023-06-02 00:00:00,243.573315714974
50192,LA GALAXIA,MAIPU,2023-06-02 01:00:00,210.434195666329
50192,LA GALAXIA,MAIPU,2023-06-02 02:00:00,185.819214696077
50192,LA GALAXIA,MAIPU,2023-06-02 03:00:00,170.799789468519
50192,LA GALAXIA,MAIPU,2023-06-02 04:00:00,160.71742696477
50192,LA GALAXIA,MAIPU,2023-06-02 05:00:00,154.40032072618
50192,LA GALAXIA,MAIPU,2023-06-02 06:00:00,160.833143740749
50192,LA GALAXIA,MAIPU,2023-06-02 07:00:00,188.135298811074
50192,LA GALAXIA,MAIPU,2023-06-02 08:00:00,202.885181745104
50192,LA GALAXIA,MAIPU,2023-06-02 09:00:00,205.501848432578
50192,LA GALAXIA,MAIPU,2023-06-02 10:00:00,217.522168405165
50192,LA GALAXIA,MAIPU,2023-06-02 11:00:00,225.027776734329
50192,LA GALAXIA,MAIPU,2023-06-02 12:00:00,227.891725104187
50192,LA GALAXIA,MAIPU,2023-06-02 13:00:00,226.521091555076
50192,LA GALAXIA,MAIPU,2023-06-02 14:00:00,221.669136164948
50192,LA GALAXIA,MAIPU,2023-06-02 15:00:00,220.487278244833
50192,LA GALAXIA,MAIPU,2023-06-02 16:00:00,217.616808255676
50192,LA GALAXIA,MAIPU,2023-06-02 17:00:00,221.722178264806
50192,LA GALAXIA,MAIPU,2023-06-02 18:00:00,246.345526725454
50192,LA GALAXIA,MAIPU,2023-06-02 19:00:00,285.993752600742
50192,LA GALAXIA,MAIPU,2023-06-02 20:00:00,300.211423272348
50192,LA GALAXIA,MAIPU,2023-06-02 21:00:00,302.384533237319
50192,LA GALAXIA,MAIPU,2023-06-02 22:00:00,294.412364474224
50192,LA GALAXIA,MAIPU,2023-06-02 23:00:00,275.060684314197
