key,feeder,comuna,datetime,value
50192,LA GALAXIA,MAIPU,2023-06-08 00:00:00,240.423705397185
50192,LA GALAXIA,MAIPU,2023-06-08 01:00:00,206.763268931071
50192,LA GALAXIA,MAIPU,2023-06-08 02:00:00,183.255425963368
50192,LA GALAXIA,MAIPU,2023-06-08 03:00:00,168.426957771848
50192,LA GALAXIA,MAIPU,2023-06-08 04:00:00,158.49706942438
50192,LA GALAXIA,MAIPU,2023-06-08 05:00:00,151.856635561035
50192,LA GALAXIA,MAIPU,2023-06-08 06:00:00,160.001817874699
50192,LA GALAXIA,MAIPU,2023-06-08 07:00:00,191.26742887505
50192,LA GALAXIA,MAIPU,2023-06-08 08:00:00,205.468092508525
50192,LA GALAXIA,MAIPU,2023-06-08 09:00:00,205.209082661824
50192,LA GALAXIA,MAIPU,2023-06-08 10:00:00,212.279701596493
50192,LA GALAXIA,MAIPU,2023-06-08 11:00:00,214.293660802961
50192,LA GALAXIA,MAIPU,2023-06-08 12:00:00,216.309575118677
50192,LA GALAXIA,MAIPU,2023-06-08 13:00:00,222.886925395279
50192,LA GALAXIA,MAIPU,2023-06-08 14:00:00,230.139461003269
50192,LA GALAXIA,MAIPU,2023-06-08 15:00:00,230.676283950951
50192,LA GALAXIA,MAIPU,2023-06-08 16:00:00,224.361060216979
50192,LA GALAXIA,MAIPU,2023-06-08 17:00:00,227.80849799934
50192,LA GALAXIA,MAIPU,2023-06-08 18:00:00,258.165303228099
50192,LA GALAXIA,MAIPU,2023-06-08 19:00:00,302.686772245526
50192,LA GALAXIA,MAIPU,2023-06-08 20:00:00,320.305202298245
50192,LA GALAXIA,MAIPU,2023-06-08 21:00:00,322.843810285747
50192,LA GALAXIA,MAIPU,2023-06-08 22:00:00,309.035030361989
50192,LA GALAXIA,MAIPU,2023-06-08 23:00:00,279.932113761825
