key,feeder,comuna,datetime,value
50192,LA GALAXIA,MAIPU,2023-06-09 00:00:00,243.296412643389
50192,LA GALAXIA,MAIPU,2023-06-09 01:00:00,210.463910110184
50192,LA GALAXIA,MAIPU,2023-06-09 02:00:00,186.591844847512
50192,LA GALAXIA,MAIPU,2023-06-09 03:00:00,170.387916214074
50192,LA GALAXIA,MAIPU,2023-06-09 04:00:00,160.101158676441
50192,LA GALAXIA,MAIPU,2023-06-09 05:00:00,153.30611760578
50192,LA GALAXIA,MAIPU,2023-06-09 06:00:00,159.089711964477
50192,LA GALAXIA,MAIPU,2023-06-09 07:00:00,185.719798656135
50192,LA GALAXIA,MAIPU,2023-06-09 08:00:00,200.678771203746
50192,LA GALAXIA,MAIPU,2023-06-09 09:00:00,204.268355318184
50192,LA GALAXIA,MAIPU,2023-06-09 10:00:00,219.206885034994
50192,LA GALAXIA,MAIPU,2023-06-09 11:00:00,231.26445187657
50192,LA GALAXIA,MAIPU,2023-06-09 12:00:00,241.332133962838
50192,LA GALAXIA,MAIPU,2023-06-09 13:00:00,254.416262762171
50192,LA GALAXIA,MAIPU,2023-06-09 14:00:00,265.372211609405
50192,LA GALAXIA,MAIPU,2023-06-09 15:00:00,271.981037912348
50192,LA GALAXIA,MAIPU,2023-06-09 16:00:00,274.490241471624
50192,LA GALAXIA,MAIPU,2023-06-09 17:00:00,285.3170073152
50192,LA GALAXIA,MAIPU,2023-06-09 18:00:00,309.137806390057
50192,LA GALAXIA,MAIPU,2023-06-09 19:00:00,330.222610917683
50192,LA GALAXIA,MAIPU,2023-06-09 20:00:00,339.095831516508
50192,LA GALAXIA,MAIPU,2023-06-09 21:00:00,334.759954774637
50192,LA GALAXIA,MAIPU,2023-06-09 22:00:00,322.406182136202
50192,LA GALAXIA,MAIPU,2023-06-09 23:00:00,299.883493088009
