key,feeder,comuna,datetime,value
50192,LA GALAXIA,MAIPU,2023-06-24 00:00:00,246.016575788078
50192,LA GALAXIA,MAIPU,2023-06-24 01:00:00,209.620392313528
50192,LA GALAXIA,MAIPU,2023-06-24 02:00:00,179.586962651084
50192,LA GALAXIA,MAIPU,2023-06-24 03:00:00,157.901295481223
50192,LA GALAXIA,MAIPU,2023-06-24 04:00:00,144.723432081645
50192,LA GALAXIA,MAIPU,2023-06-24 05:00:00,137.521645211938
50192,LA GALAXIA,MAIPU,2023-06-24 06:00:00,136.702457327941
50192,LA GALAXIA,MAIPU,2023-06-24 07:00:00,141.179226606625
50192,LA GALAXIA,MAIPU,2023-06-24 08:00:00,150.152297588478
50192,LA GALAXIA,MAIPU,2023-06-24 09:00:00,166.19051384043
50192,LA GALAXIA,MAIPU,2023-06-24 10:00:00,194.648835855242
50192,LA GALAXIA,MAIPU,2023-06-24 11:00:00,222.589443623277
50192,LA GALAXIA,MAIPU,2023-06-24 12:00:00,245.148356854161
50192,LA GALAXIA,MAIPU,2023-06-24 13:00:00,262.210031912016
50192,LA GALAXIA,MAIPU,2023-06-24 14:00:00,272.234640444512
50192,LA GALAXIA,MAIPU,2023-06-24 15:00:00,269.46911009182
50192,LA GALAXIA,MAIPU,2023-06-24 16:00:00,259.780837257327
50192,LA GALAXIA,MAIPU,2023-06-24 17:00:00,250.840365214221
50192,LA GALAXIA,MAIPU,2023-06-24 18:00:00,262.895963321344
50192,LA GALAXIA,MAIPU,2023-06-24 19:00:00,295.507027731856
50192,LA GALAXIA,MAIPU,2023-06-24 20:00:00,301.925540807335
50192,LA GALAXIA,MAIPU,2023-06-24 21:00:00,295.255993619396
50192,LA GALAXIA,MAIPU,2023-06-24 22:00:00,283.898019755578
50192,LA GALAXIA,MAIPU,2023-06-24 23:00:00,265.087077596488
