key,feeder,comuna,datetime,value
50192,LA GALAXIA,MAIPU,2023-06-19 00:00:00,248.346616579332
50192,LA GALAXIA,MAIPU,2023-06-19 01:00:00,202.135401443862
50192,LA GALAXIA,MAIPU,2023-06-19 02:00:00,168.235871300242
50192,LA GALAXIA,MAIPU,2023-06-19 03:00:00,149.068410700682
50192,LA GALAXIA,MAIPU,2023-06-19 04:00:00,139.886837893207
50192,LA GALAXIA,MAIPU,2023-06-19 05:00:00,139.265400781574
50192,LA GALAXIA,MAIPU,2023-06-19 06:00:00,156.408743533678
50192,LA GALAXIA,MAIPU,2023-06-19 07:00:00,193.8017658498
50192,LA GALAXIA,MAIPU,2023-06-19 08:00:00,210.793030391091
50192,LA GALAXIA,MAIPU,2023-06-19 09:00:00,209.383048627579
50192,LA GALAXIA,MAIPU,2023-06-19 10:00:00,220.739067348162
50192,LA GALAXIA,MAIPU,2023-06-19 11:00:00,223.94956062062
50192,LA GALAXIA,MAIPU,2023-06-19 12:00:00,225.18216011862
50192,LA GALAXIA,MAIPU,2023-06-19 13:00:00,226.521299537654
50192,LA GALAXIA,MAIPU,2023-06-19 14:00:00,226.658102167922
50192,LA GALAXIA,MAIPU,2023-06-19 15:00:00,223.779957653712
50192,LA GALAXIA,MAIPU,2023-06-19 16:00:00,221.026954643375
50192,LA GALAXIA,MAIPU,2023-06-19 17:00:00,228.953136920028
50192,LA GALAXIA,MAIPU,2023-06-19 18:00:00,261.637166654824
50192,LA GALAXIA,MAIPU,2023-06-19 19:00:00,311.355020752005
50192,LA GALAXIA,MAIPU,2023-06-19 20:00:00,332.874050020706
50192,LA GALAXIA,MAIPU,2023-06-19 21:00:00,335.381460940462
50192,LA GALAXIA,MAIPU,2023-06-19 22:00:00,320.885130622711
50192,LA GALAXIA,MAIPU,2023-06-19 23:00:00,286.100581767408
