key,feeder,comuna,datetime,value
50192,LA GALAXIA,MAIPU,2023-06-11 00:00:00,290.987070515212
50192,LA GALAXIA,MAIPU,2023-06-11 01:00:00,258.103828712915
50192,LA GALAXIA,MAIPU,2023-06-11 02:00:00,227.244727072079
50192,LA GALAXIA,MAIPU,2023-06-11 03:00:00,204.065386869448
50192,LA GALAXIA,MAIPU,2023-06-11 04:00:00,187.444232541302
50192,LA GALAXIA,MAIPU,2023-06-11 05:00:00,174.288741485862
50192,LA GALAXIA,MAIPU,2023-06-11 06:00:00,166.548644695812
50192,LA GALAXIA,MAIPU,2023-06-11 07:00:00,163.161766631977
50192,LA GALAXIA,MAIPU,2023-06-11 08:00:00,166.338952554232
50192,LA GALAXIA,MAIPU,2023-06-11 09:00:00,185.093759350251
50192,LA GALAXIA,MAIPU,2023-06-11 10:00:00,218.825964084115
50192,LA GALAXIA,MAIPU,2023-06-11 11:00:00,242.851924158456
50192,LA GALAXIA,MAIPU,2023-06-11 12:00:00,252.505682502736
50192,LA GALAXIA,MAIPU,2023-06-11 13:00:00,258.841007894997
50192,LA GALAXIA,MAIPU,2023-06-11 14:00:00,267.530911742414
50192,LA GALAXIA,MAIPU,2023-06-11 15:00:00,272.026630938276
50192,LA GALAXIA,MAIPU,2023-06-11 16:00:00,273.938418659254
50192,LA GALAXIA,MAIPU,2023-06-11 17:00:00,284.871013171323
50192,LA GALAXIA,MAIPU,2023-06-11 18:00:00,323.891832834239
50192,LA GALAXIA,MAIPU,2023-06-11 19:00:00,376.290707601676
50192,LA GALAXIA,MAIPU,2023-06-11 20:00:00,394.733850257672
50192,LA GALAXIA,MAIPU,2023-06-11 21:00:00,398.141533479602
50192,LA GALAXIA,MAIPU,2023-06-11 22:00:00,384.707896850111
50192,LA GALAXIA,MAIPU,2023-06-11 23:00:00,345.676173411386
