key,feeder,comuna,datetime,value
50192,LA GALAXIA,MAIPU,2023-06-25 00:00:00,237.85133857897
50192,LA GALAXIA,MAIPU,2023-06-25 01:00:00,206.860068236779
50192,LA GALAXIA,MAIPU,2023-06-25 02:00:00,178.34968148091
50192,LA GALAXIA,MAIPU,2023-06-25 03:00:00,156.985610472929
50192,LA GALAXIA,MAIPU,2023-06-25 04:00:00,142.960997008754
50192,LA GALAXIA,MAIPU,2023-06-25 05:00:00,134.269665959415
50192,LA GALAXIA,MAIPU,2023-06-25 06:00:00,131.678901892414
50192,LA GALAXIA,MAIPU,2023-06-25 07:00:00,132.792417535764
50192,LA GALAXIA,MAIPU,2023-06-25 08:00:00,136.882767172427
50192,LA GALAXIA,MAIPU,2023-06-25 09:00:00,146.710802512634
50192,LA GALAXIA,MAIPU,2023-06-25 10:00:00,173.156938493993
50192,LA GALAXIA,MAIPU,2023-06-25 11:00:00,198.170239836313
50192,LA GALAXIA,MAIPU,2023-06-25 12:00:00,260.367278073739
50192,LA GALAXIA,MAIPU,2023-06-25 13:00:00,272.822428618716
50192,LA GALAXIA,MAIPU,2023-06-25 14:00:00,301.791965125288
50192,LA GALAXIA,MAIPU,2023-06-25 15:00:00,316.230110139145
50192,LA GALAXIA,MAIPU,2023-06-25 16:00:00,316.23884701006
50192,LA GALAXIA,MAIPU,2023-06-25 17:00:00,317.014701162726
50192,LA GALAXIA,MAIPU,2023-06-25 18:00:00,338.691615071319
50192,LA GALAXIA,MAIPU,2023-06-25 19:00:00,364.808272808311
50192,LA GALAXIA,MAIPU,2023-06-25 20:00:00,363.659133890587
50192,LA GALAXIA,MAIPU,2023-06-25 21:00:00,360.21712531741
50192,LA GALAXIA,MAIPU,2023-06-25 22:00:00,352.528314786204
50192,LA GALAXIA,MAIPU,2023-06-25 23:00:00,329.801116022107
