key,feeder,comuna,datetime,value
50192,LA GALAXIA,MAIPU,2023-06-01 00:00:00,239.31160749421
50192,LA GALAXIA,MAIPU,2023-06-01 01:00:00,206.964453046616
50192,LA GALAXIA,MAIPU,2023-06-01 02:00:00,183.808728648798
50192,LA GALAXIA,MAIPU,2023-06-01 03:00:00,168.864576686535
50192,LA GALAXIA,MAIPU,2023-06-01 04:00:00,159.254605440956
50192,LA GALAXIA,MAIPU,2023-06-01 05:00:00,153.43495212669
50192,LA GALAXIA,MAIPU,2023-06-01 06:00:00,160.670266878305
50192,LA GALAXIA,MAIPU,2023-06-01 07:00:00,188.963514935815
50192,LA GALAXIA,MAIPU,2023-06-01 08:00:00,201.317847275293
50192,LA GALAXIA,MAIPU,2023-06-01 09:00:00,199.664748379443
50192,LA GALAXIA,MAIPU,2023-06-01 10:00:00,205.398696329652
50192,LA GALAXIA,MAIPU,2023-06-01 11:00:00,205.745917445052
50192,LA GALAXIA,MAIPU,2023-06-01 12:00:00,207.756530934492
50192,LA GALAXIA,MAIPU,2023-06-01 13:00:00,212.163754038467
50192,LA GALAXIA,MAIPU,2023-06-01 14:00:00,212.943173151604
50192,LA GALAXIA,MAIPU,2023-06-01 15:00:00,211.028087053123
50192,LA GALAXIA,MAIPU,2023-06-01 16:00:00,208.474978334813
50192,LA GALAXIA,MAIPU,2023-06-01 17:00:00,212.999180343301
50192,LA GALAXIA,MAIPU,2023-06-01 18:00:00,239.191519225499
50192,LA GALAXIA,MAIPU,2023-06-01 19:00:00,285.45859726376
50192,LA GALAXIA,MAIPU,2023-06-01 20:00:00,305.437580188241
50192,LA GALAXIA,MAIPU,2023-06-01 21:00:00,310.330467783685
50192,LA GALAXIA,MAIPU,2023-06-01 22:00:00,301.212624752223
50192,LA GALAXIA,MAIPU,2023-06-01 23:00:00,275.58781893294
