key,feeder,comuna,datetime,value
50192,LA GALAXIA,MAIPU,2023-06-12 00:00:00,297.550072396256
50192,LA GALAXIA,MAIPU,2023-06-12 01:00:00,252.306469146192
50192,LA GALAXIA,MAIPU,2023-06-12 02:00:00,218.453739474559
50192,LA GALAXIA,MAIPU,2023-06-12 03:00:00,198.651963940688
50192,LA GALAXIA,MAIPU,2023-06-12 04:00:00,185.276781797722
50192,LA GALAXIA,MAIPU,2023-06-12 05:00:00,176.01202387002
50192,LA GALAXIA,MAIPU,2023-06-12 06:00:00,186.095696959067
50192,LA GALAXIA,MAIPU,2023-06-12 07:00:00,227.943322003792
50192,LA GALAXIA,MAIPU,2023-06-12 08:00:00,249.381756139066
50192,LA GALAXIA,MAIPU,2023-06-12 09:00:00,253.257910186599
50192,LA GALAXIA,MAIPU,2023-06-12 10:00:00,267.700691389766
50192,LA GALAXIA,MAIPU,2023-06-12 11:00:00,271.284872002297
50192,LA GALAXIA,MAIPU,2023-06-12 12:00:00,270.504602686417
50192,LA GALAXIA,MAIPU,2023-06-12 13:00:00,269.033987672443
50192,LA GALAXIA,MAIPU,2023-06-12 14:00:00,265.77118885714
50192,LA GALAXIA,MAIPU,2023-06-12 15:00:00,264.185054691718
50192,LA GALAXIA,MAIPU,2023-06-12 16:00:00,262.536085048364
50192,LA GALAXIA,MAIPU,2023-06-12 17:00:00,272.001566208733
50192,LA GALAXIA,MAIPU,2023-06-12 18:00:00,311.821137759657
50192,LA GALAXIA,MAIPU,2023-06-12 19:00:00,373.627750433565
50192,LA GALAXIA,MAIPU,2023-06-12 20:00:00,403.732570134929
50192,LA GALAXIA,MAIPU,2023-06-12 21:00:00,413.227039890074
50192,LA GALAXIA,MAIPU,2023-06-12 22:00:00,395.696495971486
50192,LA GALAXIA,MAIPU,2023-06-12 23:00:00,349.948575501345
