key,feeder,comuna,datetime,value
50192,LA GALAXIA,MAIPU,2023-06-07 00:00:00,240.178565813031
50192,LA GALAXIA,MAIPU,2023-06-07 01:00:00,207.240812641001
50192,LA GALAXIA,MAIPU,2023-06-07 02:00:00,183.135689064515
50192,LA GALAXIA,MAIPU,2023-06-07 03:00:00,168.334020428538
50192,LA GALAXIA,MAIPU,2023-06-07 04:00:00,158.540963515439
50192,LA GALAXIA,MAIPU,2023-06-07 05:00:00,152.245509781823
50192,LA GALAXIA,MAIPU,2023-06-07 06:00:00,160.051342145369
50192,LA GALAXIA,MAIPU,2023-06-07 07:00:00,190.109413643063
50192,LA GALAXIA,MAIPU,2023-06-07 08:00:00,203.952877044609
50192,LA GALAXIA,MAIPU,2023-06-07 09:00:00,201.941063863575
50192,LA GALAXIA,MAIPU,2023-06-07 10:00:00,211.943859253143
50192,LA GALAXIA,MAIPU,2023-06-07 11:00:00,217.455880253817
50192,LA GALAXIA,MAIPU,2023-06-07 12:00:00,219.12619372176
50192,LA GALAXIA,MAIPU,2023-06-07 13:00:00,221.908069122418
50192,LA GALAXIA,MAIPU,2023-06-07 14:00:00,224.467491873285
50192,LA GALAXIA,MAIPU,2023-06-07 15:00:00,223.078266808938
50192,LA GALAXIA,MAIPU,2023-06-07 16:00:00,217.970793532722
50192,LA GALAXIA,MAIPU,2023-06-07 17:00:00,220.714290267904
50192,LA GALAXIA,MAIPU,2023-06-07 18:00:00,244.782925891222
50192,LA GALAXIA,MAIPU,2023-06-07 19:00:00,289.491987174987
50192,LA GALAXIA,MAIPU,2023-06-07 20:00:00,309.675426522047
50192,LA GALAXIA,MAIPU,2023-06-07 21:00:00,314.491389936994
50192,LA GALAXIA,MAIPU,2023-06-07 22:00:00,303.772748186785
50192,LA GALAXIA,MAIPU,2023-06-07 23:00:00,275.878347201911
