key,feeder,comuna,datetime,value
50192,LA GALAXIA,MAIPU,2023-06-13 00:00:00,282.793829395965
50192,LA GALAXIA,MAIPU,2023-06-13 01:00:00,224.957947503045
50192,LA GALAXIA,MAIPU,2023-06-13 02:00:00,186.381641598316
50192,LA GALAXIA,MAIPU,2023-06-13 03:00:00,166.094639143901
50192,LA GALAXIA,MAIPU,2023-06-13 04:00:00,156.783469087784
50192,LA GALAXIA,MAIPU,2023-06-13 05:00:00,157.70051315774
50192,LA GALAXIA,MAIPU,2023-06-13 06:00:00,181.700418228403
50192,LA GALAXIA,MAIPU,2023-06-13 07:00:00,231.624228459367
50192,LA GALAXIA,MAIPU,2023-06-13 08:00:00,254.384978398373
50192,LA GALAXIA,MAIPU,2023-06-13 09:00:00,256.819287795436
50192,LA GALAXIA,MAIPU,2023-06-13 10:00:00,267.161508590594
50192,LA GALAXIA,MAIPU,2023-06-13 11:00:00,267.011518958149
50192,LA GALAXIA,MAIPU,2023-06-13 12:00:00,260.349528448768
50192,LA GALAXIA,MAIPU,2023-06-13 13:00:00,254.870195612197
50192,LA GALAXIA,MAIPU,2023-06-13 14:00:00,249.602891728041
50192,LA GALAXIA,MAIPU,2023-06-13 15:00:00,245.371303880455
50192,LA GALAXIA,MAIPU,2023-06-13 16:00:00,243.213127634068
50192,LA GALAXIA,MAIPU,2023-06-13 17:00:00,255.431540090962
50192,LA GALAXIA,MAIPU,2023-06-13 18:00:00,296.514175063368
50192,LA GALAXIA,MAIPU,2023-06-13 19:00:00,357.819398827081
50192,LA GALAXIA,MAIPU,2023-06-13 20:00:00,389.084644360768
50192,LA GALAXIA,MAIPU,2023-06-13 21:00:00,399.317092646041
50192,LA GALAXIA,MAIPU,2023-06-13 22:00:00,387.02915207155
50192,LA GALAXIA,MAIPU,2023-06-13 23:00:00,344.948357557857
