key,feeder,comuna,datetime,value
50192,LA GALAXIA,MAIPU,2023-06-20 00:00:00,238.701229019298
50192,LA GALAXIA,MAIPU,2023-06-20 01:00:00,193.924946647784
50192,LA GALAXIA,MAIPU,2023-06-20 02:00:00,163.525942285594
50192,LA GALAXIA,MAIPU,2023-06-20 03:00:00,146.868597988699
50192,LA GALAXIA,MAIPU,2023-06-20 04:00:00,138.483394191939
50192,LA GALAXIA,MAIPU,2023-06-20 05:00:00,138.571933588206
50192,LA GALAXIA,MAIPU,2023-06-20 06:00:00,155.762777690349
50192,LA GALAXIA,MAIPU,2023-06-20 07:00:00,193.537556695163
50192,LA GALAXIA,MAIPU,2023-06-20 08:00:00,211.59444944893
50192,LA GALAXIA,MAIPU,2023-06-20 09:00:00,211.706391020252
50192,LA GALAXIA,MAIPU,2023-06-20 10:00:00,225.357592693952
50192,LA GALAXIA,MAIPU,2023-06-20 11:00:00,234.498105318999
50192,LA GALAXIA,MAIPU,2023-06-20 12:00:00,235.169262310773
50192,LA GALAXIA,MAIPU,2023-06-20 13:00:00,234.103986915797
50192,LA GALAXIA,MAIPU,2023-06-20 14:00:00,233.84884526488
50192,LA GALAXIA,MAIPU,2023-06-20 15:00:00,237.903079905116
50192,LA GALAXIA,MAIPU,2023-06-20 16:00:00,243.878643174641
50192,LA GALAXIA,MAIPU,2023-06-20 17:00:00,256.371261111782
50192,LA GALAXIA,MAIPU,2023-06-20 18:00:00,283.016340302432
50192,LA GALAXIA,MAIPU,2023-06-20 19:00:00,315.791614050095
50192,LA GALAXIA,MAIPU,2023-06-20 20:00:00,330.810727740474
50192,LA GALAXIA,MAIPU,2023-06-20 21:00:00,330.531901264578
50192,LA GALAXIA,MAIPU,2023-06-20 22:00:00,317.097425903764
50192,LA GALAXIA,MAIPU,2023-06-20 23:00:00,290.223652372827
