key,feeder,comuna,datetime,value
50192,LA GALAXIA,MAIPU,2023-06-06 00:00:00,238.387295214153
50192,LA GALAXIA,MAIPU,2023-06-06 01:00:00,205.387860570311
50192,LA GALAXIA,MAIPU,2023-06-06 02:00:00,181.630976222267
50192,LA GALAXIA,MAIPU,2023-06-06 03:00:00,167.765294553295
50192,LA GALAXIA,MAIPU,2023-06-06 04:00:00,158.063623454696
50192,LA GALAXIA,MAIPU,2023-06-06 05:00:00,151.961595368262
50192,LA GALAXIA,MAIPU,2023-06-06 06:00:00,159.709063410131
50192,LA GALAXIA,MAIPU,2023-06-06 07:00:00,189.829312988604
50192,LA GALAXIA,MAIPU,2023-06-06 08:00:00,204.770637289138
50192,LA GALAXIA,MAIPU,2023-06-06 09:00:00,203.619992591102
50192,LA GALAXIA,MAIPU,2023-06-06 10:00:00,212.526727404594
50192,LA GALAXIA,MAIPU,2023-06-06 11:00:00,216.805598900035
50192,LA GALAXIA,MAIPU,2023-06-06 12:00:00,218.535053507622
50192,LA GALAXIA,MAIPU,2023-06-06 13:00:00,223.972799740357
50192,LA GALAXIA,MAIPU,2023-06-06 14:00:00,227.770020678497
50192,LA GALAXIA,MAIPU,2023-06-06 15:00:00,229.33310067835
50192,LA GALAXIA,MAIPU,2023-06-06 16:00:00,229.08197897676
50192,LA GALAXIA,MAIPU,2023-06-06 17:00:00,237.407020224566
50192,LA GALAXIA,MAIPU,2023-06-06 18:00:00,265.930834224838
50192,LA GALAXIA,MAIPU,2023-06-06 19:00:00,302.477058735779
50192,LA GALAXIA,MAIPU,2023-06-06 20:00:00,319.63491351336
50192,LA GALAXIA,MAIPU,2023-06-06 21:00:00,320.620129664717
50192,LA GALAXIA,MAIPU,2023-06-06 22:00:00,305.709727312743
50192,LA GALAXIA,MAIPU,2023-06-06 23:00:00,277.456233234303
